,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eigenfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,3199.264817,1,2606.23338,1,3346.76428,1,2337.093911,2,4349.947795,2,4290.219653,1,2696.954751,1,2007.072303,2,4289.073239,1,1778.177288,1,3008.664278,1,2532.651712,1,3440.852786,1,2615.780845,1,960.645127,1,2254.599278,1,3602.71167,1,2825.594599,1,2955.916616,1,2092.988219,2,4378.113573,1,2754.872401,1,2720.975752,1,2851.304464,1,2239.282103,1,1120.076411,1,3408.381859,1,1675.541959,1,2544.872393,1,2357.313044,2,4273.938858,1,842.5844243,1,2095.120866,1,2697.273116,1,1980.94975,2,4503.312279,1,2487.438448,1,2340.885993,1,2509.978511,1,3211.483203,1,2598.461839,1,1695.405855,1,3313.542393,1,2294.031243,1,2618.989661,1,2167.246502,1,2671.682685,1,3226.591056,1,2465.992306,2,3933.26495,1,1823.730645,1,2249.981025,1,1336.702047,1,3010.232851,1,2382.525491,1,3332.606143,1,3278.306649,1,1877.772016,1,3478.589441,1,2622.169361,2,4265.183676,1,3440.852786,1,2080.004264,1,876.050239,1,3382.029723,1,3169.467999,1,2005.442531,1,2179.788015,2,4489.813836,1,2308.46444,1,3293.858704,1,2410.525643,2,4078.816748,1,3045.970784,1,2409.724159,1,3013.531237,2,4756.683603,1,2533.959169,1,2378.659341,1,2207.464205,1,3480.57959,1,1873.679811,1,2713.956108,1,3370.223941,1,2818.963078,1,2734.585707,1,1570.638634,1,2076.642933,2,4386.912202,1,2732.391413,1,1717.6294,1,3607.712232,1,1922.722067,1,1513.192976,1,2484.322997,2,2971.622467,2,2555.496423,2,2380.277093,2,2019.079965,2,2952.077645,2,3982.676529,2,2842.794502,2,2752.145071,2,2464.498012,2,2883.691767,2,3487.382924,2,2636.907721,2,3041.847101,2,2019.595784,2,3138.51999,2,3775.139866,2,3204.064135,4,4162.167336,2,2478.265123,2,3726.249054,2,3207.495394,2,3450.241375,2,3104.122856,2,2988.717519,2,3308.614433,2,2687.315486,2,2888.298402,2,2136.770119,2,2850.577685,2,2363.685791,2,2857.633198,2,3208.042096,2,3563.540341,2,2219.166187,2,1880.661696,2,2941.642644,2,1567.637566,2,2397.050613,2,2311.121104,2,1276.14168,2,4298.291579,2,2632.784016,2,2618.744143,2,3532.645145,2,3516.442585,2,3832.335575,2,1998.105973,2,2594.531792,2,3048.795384,2,2816.469374,2,2849.146872,2,3531.337798,2,2612.691262,2,2431.98049,4,5221.144759,2,2966.678016,2,2326.467301,2,3777.427889,2,2943.363923,2,3314.501972,2,2748.383152,2,4357.963649,2,2854.359131,2,3204.350781,2,2776.512207,2,2604.947863,2,2967.47571,2,2530.291735,2,2940.065913,2,2878.039361,2,3625.20705,2,2394.045956,2,2523.442105,2,2169.927295,2,2665.284585,2,3318.349192,2,3954.549349,2,2153.160558,2,3301.784675,2,3516.972337,2,3729.205848,2,3766.31484,2,2591.610591,2,2902.193449,2,2551.183054,2,2897.843275,2,2666.983727,2,2496.539508,2,2207.917954,2,1512.127515,2,3306.496592,2,4292.735156,2,3419.847589,2,2601.867915,2,2386.916051,3,2635.429762,3,2148.333966,3,2527.756055,3,1977.500362,3,1757.439758,3,1845.59826,3,2221.38667,3,1584.142141,3,2384.654727,3,1600.03612,3,2423.776285,3,1030.791962,3,2499.105102,3,2281.232322,3,2395.147321,3,4096.29062,3,1979.610395,3,2731.912637,3,3862.565898,3,3172.245277,3,1863.32567,3,1569.559361,3,3295.473683,3,1988.362667,3,1847.684774,3,2251.118714,3,1238.287055,3,2224.036762,3,1051.164689,3,1668.645268,3,2991.078103,3,3594.376522,3,2281.75129,3,2366.188584,3,1641.379028,3,3054.784952,3,2624.551186,3,1898.688169,3,3453.303817,3,1909.898664,3,2052.367664,3,2539.530465,3,2235.644786,3,2581.978944,3,2535.761101,3,2562.898437,3,2638.101361,3,2416.203426,3,1949.676197,3,1057.71856,3,2212.732425,3,2702.468665,3,2354.110174,3,2177.893989,3,1176.577324,3,1688.726191,3,1528.89892,3,1592.185431,3,3243.500003,3,2019.078473,3,2640.022344,3,1813.852549,3,1320.46157,3,3187.746339,3,2349.622505,3,1965.141311,3,1861.432077,3,2542.703931,3,3942.36042,3,2149.143891,3,2323.000002,3,1290.620629,3,2300.860136,3,1208.46591,3,2494.465443,3,2275.289062,3,3510.50538,3,2033.495806,3,2038.141534,3,2473.280017,3,1138.813363,3,2478.827912,3,1460.777054,3,2744.323613,3,529.5913305,3,1927.225194,3,2022.437384,3,2745.52407,3,2883.495882,3,515.4056841,3,1839.126346,3,1983.105899,3,1856.758118,3,529.8297504,3,1567.829961,4,516.7105093,4,3005.5695,4,1634.373768,4,3579.210763,4,1091.289316,4,1175.246592,4,1056.19102,4,1006.348308,4,1508.967353,4,4285.965719,4,267.700233,3,3910.645714,4,3211.221962,3,3998.592175,3,4211.503119,4,956.34651,4,4049.613564,4,3554.049155,4,2275.219927,4,2449.134795,4,346.1193509,4,472.8932805,4,3326.570812,4,1814.980138,3,4012.161642,4,3301.897493,4,2475.148574,4,773.6451497,4,568.5631449,4,1468.881056,4,2089.880685,4,973.2518573,4,682.242013,4,635.3022669,4,320.7700613,4,446.7926375,4,3087.246451,3,4055.85484,4,594.0493257,4,2920.165232,4,1460.247552,4,1435.431985,4,2119.443159,4,400.6549097,4,1157.363014,3,3975.983399,4,4224.144108,4,1774.064433,4,1380.640899,4,670.5473883,4,558.0608009,4,3357.389268,4,550.1896148,4,2523.882056,4,1665.164128,3,4047.33105,4,1923.880778,4,498.7162012,4,2296.692793,4,822.7646059,4,2367.795272,4,468.2255009,4,4269.165274,4,1439.608706,3,3924.164024,4,2498.719592,4,2721.243548,4,1295.88931,4,3217.534607,4,2602.74666,4,859.4215379,4,1216.286028,4,504.3113557,4,736.0286711,4,2274.854597,4,926.1321995,4,1039.612107,4,1122.961539,4,287.1422122,4,1014.681809,4,554.7796132,4,3441.917286,4,1817.197291,4,864.0034757,4,3473.146287,4,877.9647747,4,2500.981239,3,4139.032879,3,3913.911977,4,830.6855341,4,1945.52131,4,1456.635583,4,3184.782039,4,1086.880675,4,463.5339794,5,2805.646637,5,2917.881556,5,2864.478749,5,2466.137116,5,2304.11086,5,2722.363632,5,2016.120383,5,1318.966902,5,1813.622508,5,731.8430534,5,2845.859432,5,2683.399989,5,2453.064993,5,3029.047447,5,2813.441965,5,2419.633194,5,2296.036794,5,904.7103176,5,2603.705369,5,2558.996438,5,1812.191461,5,2194.297971,5,2322.567724,5,2487.288455,5,2496.867453,5,2644.223253,5,913.7908865,5,1620.738644,5,1256.732239,5,1601.058048,5,1636.40215,5,3301.194363,5,2344.68452,5,1339.605947,5,1131.066271,5,2532.191763,5,2472.679855,5,1243.097939,5,2847.601646,5,2595.921417,5,2487.0052,5,2380.571205,5,741.0857529,5,2922.447766,5,2513.75645,5,3042.824551,5,2514.795951,5,1586.73916,5,2643.629463,5,2573.470763,5,2286.608312,5,2739.443644,5,2988.099058,5,2605.687493,5,2599.876077,5,2332.854759,5,1688.950808,5,2421.147122,5,2038.666254,5,2645.122552,5,3259.35463,5,2770.793517,5,3497.423013,5,2789.817169,5,3287.803173,5,982.618672,5,2372.943099,5,1859.458448,5,1388.9694,5,2382.345053,5,2760.713807,5,2778.623699,5,3150.266769,5,2419.074133,5,1658.929079,5,2724.732039,5,1775.943621,5,1083.432276,5,2841.830135,5,3133.645313,5,3278.287245,5,2953.147443,5,1752.560074,5,1983.03309,5,3079.6457,5,2565.264222,5,3246.340659,5,2380.53451,5,2563.169414,5,2488.001212,5,2863.816683,5,2740.949112,5,2490.975043,5,2337.031906,5,2278.21243,2426.861946,451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,3252.170194,1,2532.242223,1,2172.929392,1,2105.106607,1,2809.264088,1,3219.787194,1,2791.824336,1,3742.137151,1,2370.936861,1,3808.557093,1,2423.138275,1,2515.923223,1,2569.591882,1,2395.422643,1,2772.107923,1,3054.898897,1,2372.116735,1,1688.013255,1,2636.557708,1,3962.672934,1,3309.589374,1,3570.384106,1,2981.022604,1,3577.371918,1,2851.548746,1,2011.36488,1,2743.280981,1,2201.521863,1,3008.019378,1,3812.765004,1,3210.293031,1,2322.661327,1,2758.497692,1,3567.80037,1,3092.790424,1,1981.628888,1,3114.215081,1,2964.800178,1,4464.280719,2,4629.603444,1,2961.111848,1,2544.383904,1,4330.184839,1,2706.39201,1,2462.728825,1,4272.27958,2,4652.214963,1,2266.247575,1,3309.589374,1,3571.406192,1,4272.330811,1,2597.815226,1,2908.109494,1,3341.767493,1,3213.620508,1,2657.17722,1,2757.968345,1,2654.001884,1,2241.541954,1,2758.44735,1,4272.417672,1,3256.293164,1,3469.832129,1,2181.059708,1,2073.30116,1,2398.264366,1,4430.596515,1,3025.957457,1,2436.156535,1,2391.533089,1,2401.66558,1,2362.419598,1,2087.738022,1,2880.958049,1,2510.88254,1,4153.875284,1,2468.881427,1,3022.212047,1,2817.395829,1,2034.189438,1,2634.450394,1,3025.544232,1,2571.524884,1,2251.402255,1,2587.500551,1,3157.380832,2,4149.999655,1,2475.060899,1,2841.176976,1,3149.372219,1,2700.194413,1,3954.970821,1,2140.503478,1,3270.819675,1,3080.868836,2,2639.327939,2,3582.244907,2,3189.358985,2,3490.472446,2,3118.735893,2,3729.242668,2,3545.222038,2,3295.642606,2,2823.348584,2,3248.050358,2,2114.897072,2,2956.143177,2,3879.719025,2,2486.619204,2,3488.754846,2,3220.214621,2,3345.061356,2,3129.267472,2,2742.309888,2,3440.157693,2,2710.672653,2,3399.50462,2,3640.136801,2,2676.922765,2,2028.700489,2,4119.625838,2,3630.015642,5,3681.881546,2,3154.522331,2,2952.711994,2,2916.264241,2,3304.230321,2,4055.378957,2,2825.65401,2,3342.401234,2,3230.50892,2,2975.717138,2,3546.951275,2,2215.846377,2,3239.380343,2,3223.900156,2,2968.09332,2,3374.8332,2,2593.633583,2,2991.924677,2,3432.788082,2,3134.339388,2,3434.25852,2,3495.216161,2,2110.674633,2,4421.23433,2,3014.196777,2,3764.804878,2,2542.775069,4,4775.241635,2,3004.626717,2,3663.709513,2,3203.970242,2,3157.228799,2,3888.702835,2,3694.991922,2,3349.407734,2,3641.058809,2,2628.602309,2,3658.129466,2,3665.637693,2,3354.838073,2,3309.815686,2,3225.936949,2,3878.172748,2,3122.941772,1,4204.465443,2,2862.851959,2,4039.518966,2,3235.10071,2,2982.504514,2,2932.195505,2,3365.712011,2,3158.590531,2,3638.696793,2,2320.600264,2,3683.724606,2,2441.715249,2,3017.937085,2,2336.5429,2,3091.712339,2,3570.310304,2,4212.035301,2,3754.263146,2,3408.145084,2,2278.029734,2,3599.763921,2,2873.786091,2,3622.957836,2,2686.8538,3,1540.264271,3,2608.885421,3,3432.358306,3,1826.445604,3,2653.777469,3,1715.489887,3,1276.125562,3,2050.640681,3,3422.541503,3,1030.591866,3,1694.444698,3,2110.893713,3,1125.206454,3,2166.930166,3,676.8006458,3,1328.592988,3,2201.888681,3,1088.524982,3,750.3674105,3,2068.311195,3,2064.159334,3,1880.447219,3,1605.580465,3,2088.444766,3,1165.951738,3,1224.67932,3,2053.23067,3,2969.750218,3,2217.545843,3,1445.552922,3,1747.084746,3,2884.764047,3,2325.349648,3,2262.556841,3,1796.300566,3,1879.786036,3,1512.469582,3,3282.541699,3,2099.491524,3,3186.960154,3,2541.423693,3,1952.743844,3,512.1547142,3,3073.548788,3,2149.715861,3,1511.902904,3,1166.971931,3,2078.445754,3,3211.289083,3,3108.650044,3,1982.658603,3,1851.54446,3,1837.276357,3,2492.022578,3,1065.817517,3,1803.546254,3,1652.417011,3,761.2684543,3,3193.859121,3,1259.889199,3,1762.482442,3,2135.379784,3,3171.501674,3,1807.379534,3,1769.903849,3,1827.39231,3,1854.125252,3,2884.718175,3,1411.320423,3,2102.392645,3,1198.926293,3,1742.053454,3,2091.54072,3,2252.980747,3,3065.219114,3,1969.040424,3,3059.498709,3,1841.59348,3,3064.398428,3,2429.88501,3,520.2954933,3,1676.146611,3,1796.726851,3,1688.96239,3,2873.128136,3,2321.839431,3,2740.818154,3,1932.253447,3,1103.608901,3,1502.017169,3,1558.488548,3,1573.25775,3,1717.166418,3,1162.529528,3,2923.935577,4,1151.238198,4,2278.346914,4,898.0867712,4,4253.551129,4,729.5200937,4,1927.057757,4,3727.46499,4,736.8377876,4,1226.447362,4,703.9313616,4,853.5141376,4,2303.123463,3,3854.000502,4,2744.534985,4,2775.159014,4,1996.440301,3,4284.243697,4,2115.090445,4,4166.057096,4,1326.454196,4,3113.564204,4,947.2557685,4,1073.332053,4,3767.215282,4,574.6365314,4,617.5214165,4,1826.689281,4,3006.493877,3,4297.617062,4,3593.63808,4,409.5987309,4,441.7394643,3,3821.316579,4,2365.303213,4,2071.342281,4,2867.63728,4,2727.785275,4,3806.983901,4,1804.866157,3,3896.06229,4,967.2937562,3,3956.537739,4,2148.466034,4,749.406066,3,3930.099327,4,516.5275661,4,1551.456348,4,453.287306,4,1357.624026,4,875.0712412,4,1781.457065,4,571.1265047,4,973.3438916,4,472.3516659,4,977.1649337,4,2850.722518,4,2249.011025,4,1317.904394,4,1436.414235,4,786.429548,4,232.3294009,4,621.3110487,3,4283.334751,4,1047.141935,4,518.5328236,4,4082.833654,4,719.2391212,4,2353.804801,4,2404.160465,4,341.7839871,4,1636.234784,4,461.3037971,4,574.7471733,4,2104.52509,4,742.2555276,3,3676.051882,4,1385.182653,3,3780.036138,3,4025.640408,4,1160.677308,3,3905.621839,3,3752.352937,4,954.0686221,4,2145.091608,4,1135.576806,4,1141.132368,3,4003.39465,3,4024.711261,4,2272.432258,4,2712.052025,4,2638.444291,3,4092.777857,4,3625.415051,4,2178.817834,4,3243.198462,5,2842.736753,5,2477.812799,5,2282.327905,5,1183.646,5,1515.253087,5,2096.513759,5,1260.916876,5,1818.984381,5,1512.039441,5,1505.92635,5,1689.514313,5,1174.566436,5,1482.332575,5,2804.035511,5,2762.602816,5,2568.578432,5,1269.9935,5,1523.344616,5,2377.07588,5,2794.682014,5,2713.532423,5,1646.947365,5,1115.356466,5,2757.829625,5,2537.948948,5,2335.464364,5,1425.181993,5,3063.792047,5,2659.861978,5,1605.619373,5,2696.595344,5,2654.826826,5,3185.399365,5,2055.185169,5,2747.048915,5,1049.353589,5,2857.268634,5,2671.621917,5,1402.873914,5,1924.390592,5,1620.668893,5,1873.345528,5,2434.098595,5,1646.012079,5,2595.954508,5,1341.943329,5,785.5265719,5,1371.959852,5,2799.665549,5,1774.477226,5,2433.096057,5,1990.933004,5,1160.2768,5,3077.145228,5,1312.714587,5,2051.120872,5,2778.659716,5,2635.369089,5,1676.415821,5,2558.63983,5,1184.495307,5,2197.897501,5,1717.474962,5,3527.636517,5,2272.088549,5,1666.41967,5,954.3135047,5,2027.616468,5,2188.468409,5,2148.882672,5,2581.914558,5,2133.694083,5,2526.083022,5,1623.840116,5,1076.633216,5,2019.4882,5,1152.266279,5,1178.162606,5,1974.635725,5,2579.764268,5,1642.720943,5,838.5352042,5,1615.922619,5,2367.575348,5,801.0815853,5,921.473655,5,1344.873801,5,2419.589224,5,1825.567988,5,1819.81612,5,1588.551148,5,1948.686187,5,3048.970143,5,2577.209074,5,1123.599481,2451.440884,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
