,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 1,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 2,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 3,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 4,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,Label: 5,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eigenfaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2739.520593,1,2535.418028,1,3682.329381,1,2530.472313,1,3921.94818,1,2857.411146,1,2669.971077,1,3347.386081,1,3731.799574,1,2984.591184,1,2702.630768,1,2333.545903,1,2377.900617,2,4552.719818,1,3021.955421,2,4034.596056,1,3344.78627,1,3019.345657,1,2775.570094,1,3173.929911,1,2614.483939,1,3121.102789,1,3045.450685,1,3277.238503,2,3974.156403,1,3157.811874,1,3814.852174,1,2556.292431,1,2939.7463,1,3226.485892,1,3156.820476,1,2184.055956,1,2323.635728,2,4022.264042,1,2958.630225,1,3127.456348,1,2958.731651,1,2049.861809,1,3320.723594,1,2255.866391,1,3271.025204,1,2904.46509,1,3592.858954,1,2398.952315,1,3465.606436,2,4138.694272,1,3597.731638,2,3962.809911,1,2980.470173,1,2764.989809,2,4005.442746,1,3147.66555,1,4110.555127,2,4674.651568,1,1467.827265,1,3488.680134,1,3750.20699,1,3164.456842,1,3597.731638,1,2629.087914,1,3427.281487,2,4593.318899,1,1881.694443,1,2028.926078,1,3276.534912,1,1385.839815,2,4161.810433,1,3061.091306,1,2394.749291,1,1531.137999,1,2582.687335,1,3617.019842,1,3393.192853,1,2177.552553,1,2258.532241,1,3173.667267,1,2899.743066,1,2627.596872,1,3681.67534,2,4070.82497,1,2675.741051,1,2638.729069,1,2516.994486,1,2833.798645,1,3062.234888,2,4597.179616,1,1587.274934,1,3211.298446,1,2516.84727,1,3271.897761,2,2800.082079,2,2527.381302,2,4061.349299,2,4032.957887,2,3521.346381,2,2769.930613,2,3610.813789,2,3468.703611,2,3820.632355,2,2781.88144,2,3698.886772,2,2679.178422,2,3596.654988,2,2718.345282,2,3360.324742,2,2757.82598,2,3826.757659,2,3915.935492,2,2072.211612,2,3454.691613,2,4293.362422,2,3018.752131,2,2575.278133,2,5182.060282,2,3753.727266,2,2857.430766,2,4273.284901,2,2923.218456,2,3513.673167,2,3577.115201,2,3049.747506,2,3060.704406,2,3278.526557,2,3028.312658,2,3987.454202,2,3591.256009,2,2465.995227,2,2870.19577,2,3754.112892,2,3240.90143,2,2617.730476,2,2851.787302,2,3180.085317,2,3709.787346,2,2734.031414,2,3159.80082,2,2673.328427,2,3059.176163,2,3386.604768,2,3428.142871,2,2671.003258,2,3755.099164,2,3480.43531,2,2526.877352,2,3267.7737,2,3634.759839,2,3065.952143,2,3962.02579,2,2731.336449,2,3548.91656,2,3397.16702,2,2312.66217,2,2674.62153,2,3255.031015,2,3179.87497,2,3101.63142,2,3291.59745,2,3468.323574,2,3565.235568,2,3892.860743,2,2724.95719,2,3440.529065,2,2678.871587,1,3891.702259,2,3630.828521,2,3433.941978,2,2562.269012,2,3031.626277,2,4285.076186,2,2608.776523,2,3051.967925,2,1135.232602,2,2792.075142,2,3838.579132,2,3824.651517,2,2902.449787,2,2590.418103,2,3840.129874,2,3888.752445,2,3246.648494,3,946.1685168,3,2161.168461,3,595.3968544,3,3925.889276,3,1993.08809,3,1824.028047,3,1684.182749,3,1227.751771,3,1126.866606,3,1861.008512,3,2908.01124,3,1484.64947,3,4091.14817,3,1755.103925,3,1879.499546,3,1002.651084,3,2148.704324,3,1871.357449,3,1763.679521,3,2029.144074,3,2076.189661,3,1325.733895,3,2293.088957,3,1529.772783,3,4039.213634,3,1328.116167,3,1633.84083,3,3391.010565,3,2605.856172,3,1656.777468,3,2304.783257,3,4043.510833,3,4214.750069,3,3941.53963,3,2158.139655,3,1612.171158,3,1629.885083,3,1932.104903,3,4026.879033,3,1665.359894,3,2090.486774,3,3927.407036,3,1884.809771,3,1869.36791,3,4370.072389,3,2699.946697,3,4532.838133,3,4360.740508,3,2181.100619,3,3931.037601,3,2053.290114,3,2852.06796,3,1917.189655,3,1457.797508,3,2382.939329,3,1789.72756,3,1278.88212,3,1660.9657,3,1810.322199,3,2981.897199,3,1453.970367,3,1801.543893,3,1259.824307,3,2306.193626,3,2969.550114,3,2127.551251,3,1691.89321,3,4088.605014,3,4003.615717,3,2193.976485,3,1447.853593,3,3960.339749,3,2374.401036,3,4263.087844,3,3631.508109,3,1793.907064,3,1752.276698,3,4230.592256,3,2013.435172,3,1542.283866,3,4565.537741,3,4704.686529,3,2556.811736,3,847.7846118,3,2443.943125,3,4096.697031,3,1641.443364,3,1815.041168,3,1856.252931,3,1977.035202,4,3816.317088,4,1368.699774,4,3703.305191,4,3805.441001,4,438.1758275,4,3301.014615,4,1341.812584,4,778.5461639,4,505.9158025,4,2212.494124,4,2525.015028,4,2343.750435,4,778.8408056,4,1254.155401,4,1297.450932,4,497.603008,4,1353.006824,4,2070.898699,4,3528.236464,4,883.7080719,4,1328.984942,4,1146.61147,4,692.0860979,4,2560.17633,4,899.2409788,4,724.2509867,4,2003.865136,4,1407.692145,4,1559.473382,4,1257.805228,4,1820.904167,4,744.6552512,4,2388.98881,4,2243.095386,4,2185.856412,4,1195.393079,4,2141.527267,4,2558.356476,4,1597.33146,4,3768.558369,4,1204.679009,4,1358.218386,4,692.4919746,4,1945.765151,4,393.4497868,4,2018.776799,4,2704.325305,4,2182.28969,4,3708.718558,4,3675.066375,4,3067.989204,4,1282.416751,4,403.4240832,4,608.265372,4,3161.719189,4,2540.881373,4,371.5574773,4,396.4756972,4,3754.730229,4,3124.406745,4,2568.852263,4,1100.492848,4,1655.630371,4,3121.85922,4,2663.256608,4,1446.537943,4,4279.454551,4,459.8608562,4,498.8811068,4,1166.55724,4,3897.500329,4,1504.348076,4,588.5550931,4,3589.918658,4,3970.411752,4,1858.3857,4,3455.068594,4,191.079352,4,441.9891979,4,538.032708,4,2344.185666,4,1206.641421,4,920.4818451,4,1997.858184,4,2959.932498,4,1214.877302,4,679.181823,4,732.5749756,4,1337.195447,4,3446.761852,5,1365.235489,5,920.0281318,5,2645.582394,5,1584.576754,5,2497.051947,5,1897.766674,5,3108.512305,5,1098.067294,5,1378.390063,5,1281.548914,5,2730.891865,5,2605.968265,5,2104.028303,5,1765.129665,5,2242.893886,5,2922.939013,5,2356.107564,5,1559.3426,5,2395.023174,5,2047.712646,5,1477.496213,5,1784.944589,5,2360.705782,5,2376.075905,5,1752.192039,5,2641.34508,5,2199.8295,5,1687.664044,5,2365.086515,5,1643.002604,5,1536.081094,5,2539.176795,5,2079.24601,5,2057.194793,5,2723.214372,5,2423.165022,5,1586.045929,5,1999.963833,5,1926.278226,5,1816.670226,5,1732.418674,5,3217.746088,5,2401.097864,5,2846.000894,5,2585.309398,5,2158.747768,5,1699.085062,5,3498.297214,5,1371.720539,5,1192.103407,5,2310.969002,5,2607.048154,5,2380.636084,5,2168.893236,5,1817.677065,5,1788.297782,5,1820.709638,5,1107.114327,5,2466.216421,5,1742.290909,5,955.3469259,5,2904.511351,5,2200.414495,5,2626.329382,5,2277.296569,5,2450.675488,5,2577.762147,5,2250.76639,5,2547.160383,5,3127.464124,5,3158.593326,5,3189.357153,5,1523.70971,5,1434.776999,5,3049.320375,5,1478.162835,5,2098.211037,5,1186.685706,5,2156.986572,5,2047.87666,5,1618.52099,5,2974.908854,5,2524.023408,5,1282.618927,5,2978.388723,5,2176.749602,5,1518.304615,5,1838.416535,5,1733.444647,5,1842.40412,2540.324818,437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3524.505478,1,1171.282181,1,2716.361529,1,2984.118906,1,3177.57429,1,2671.876152,1,2687.811086,1,3139.095629,1,3210.273541,1,2857.764109,1,3365.842998,1,3552.196072,1,3125.78346,1,3280.988594,1,3473.967886,1,3396.189097,1,2881.48371,1,2568.71848,1,3627.072443,1,3063.05895,1,2215.868738,1,2548.815152,1,2463.263692,1,3298.637993,1,2382.714826,1,2362.716567,1,1944.357572,1,2704.620787,1,3564.924051,1,3440.831508,1,2832.481061,1,3899.490688,1,2529.459565,1,3897.945777,2,3654.88733,1,2403.855361,1,3337.588714,1,2742.604788,1,1785.964201,1,2050.115524,1,3532.4601,1,2462.847376,1,3506.47378,1,3659.555635,1,3102.318733,1,3675.652539,1,2406.995252,1,2533.137544,1,3034.23854,2,3524.505478,1,3530.347074,1,3123.871153,1,1541.219256,1,2764.087634,1,3128.747033,1,3415.028624,1,2575.975309,1,2247.746986,1,2831.872208,1,2768.378599,1,4918.857017,1,3203.636095,1,3279.127787,1,2482.055301,1,3678.802152,1,3152.831303,1,3395.463332,1,3169.801496,1,1817.975313,2,3725.311554,1,1650.11068,1,2978.673529,1,2527.251391,1,1516.227393,1,3361.611601,1,2327.451082,1,3410.72434,1,2197.29014,1,3375.210777,1,3243.938961,1,2684.456854,1,2558.195611,1,2409.401371,1,2767.618408,1,3229.732979,1,3265.687248,1,3095.317764,1,3170.266699,1,2416.269894,1,2205.953126,2,3812.783289,2,4018.347021,2,3427.661066,2,3025.103218,2,4813.800146,2,3358.301986,2,2877.659291,2,2596.763088,2,4064.170161,4,5471.02052,2,1794.25327,2,3089.114718,2,3683.843229,2,2569.5036,2,4201.781874,2,3008.624621,2,3239.819529,2,2579.432207,2,3155.212684,2,3730.418308,2,4031.603528,2,4494.910928,2,3029.219267,2,2011.650893,2,3268.158365,2,3354.052879,2,3269.555875,2,3272.189986,2,2876.036765,2,3546.726833,2,3961.694301,2,4025.484783,2,3152.366458,2,3147.150234,2,3312.300518,2,3895.351714,2,3326.880799,2,1872.018827,2,3805.617422,2,2634.547672,2,2977.360631,2,4558.529479,2,4071.462412,2,3496.52104,2,3438.680438,2,4045.177649,2,3288.303665,2,3889.375423,2,3083.081839,2,3750.217696,2,4071.110029,2,4061.277348,2,3664.013808,2,3474.138063,2,2859.470948,5,3864.165132,2,3633.469579,2,4544.367433,2,3119.776281,2,2609.679882,2,3133.218981,2,2861.260467,2,3256.872183,2,4186.495385,2,3560.323113,2,3364.274886,2,4228.409807,2,3510.837413,1,4110.116007,2,3660.116144,2,4566.158928,2,3410.89367,2,3612.13796,5,3568.487219,2,3790.470172,2,4008.002471,2,4306.34695,2,2442.067949,2,3148.45481,2,3557.971851,2,4588.252296,2,3951.750184,2,2138.422943,2,3521.032216,2,3143.536621,2,3214.745439,2,3360.448707,2,2907.480697,2,3515.35477,2,3899.432202,3,2306.551997,3,2393.461533,3,726.5520801,3,1349.16745,3,2664.88712,3,2570.051412,3,1792.914949,3,2732.041341,3,2555.236418,3,2781.666608,3,1887.432138,3,2507.06317,3,1423.497661,3,1566.085374,3,2417.72103,3,1851.532182,3,2761.116511,3,2697.430264,3,2815.257369,3,2551.205679,3,1982.053491,3,1555.555115,3,2614.019436,3,2844.051334,3,2657.635889,3,2036.949437,3,1226.248853,3,2233.213857,3,530.8786253,3,2329.527315,3,3116.104765,3,1222.598177,3,1022.526035,3,906.583738,3,2771.436909,3,2776.816284,3,2742.898999,3,2313.543542,3,2947.715642,3,1110.368963,3,1638.259086,3,2581.329216,3,734.3105499,3,2818.40393,3,1250.442871,3,2119.112611,3,2449.04121,3,579.301746,3,1815.181137,3,2499.948158,3,2724.599152,3,3024.001385,3,3534.970451,3,1897.280042,3,2605.969642,3,2511.655474,3,2663.090868,3,2151.476229,3,1562.499334,3,2173.112758,3,1876.884006,3,2395.797946,3,2009.017494,3,1754.910225,3,852.2008722,3,1989.088435,3,2411.475031,3,2177.25042,3,2562.069643,3,2715.389345,3,2826.59518,3,2521.783988,3,3049.223389,3,2308.93689,3,1682.2514,3,2350.094338,3,2072.763167,3,2604.223319,3,2171.025875,3,2656.47791,3,1928.783557,3,3053.658314,3,2532.260325,3,2405.482897,3,2758.762137,3,2773.058712,3,1138.764312,3,3087.487618,3,2633.694506,3,1468.347864,4,887.4742408,4,2646.053086,4,1432.764804,4,3459.646772,4,1337.269167,4,613.3315994,4,1453.857606,4,1525.305452,4,1999.325998,4,659.9938466,4,1792.389266,4,1413.010642,4,957.2340207,4,776.862754,4,4287.033217,4,614.1434859,4,1354.870426,4,1873.599662,4,1661.503075,4,277.5111871,4,1391.598106,4,812.3633213,4,2920.103647,4,2112.979826,4,2794.388592,4,1981.658971,4,792.3718209,4,2414.064471,4,2101.234231,4,3347.44845,4,1273.185629,4,2443.948472,4,1693.906656,4,2874.912898,4,2377.118031,4,1402.224485,4,1505.123299,4,1692.310592,4,1277.40007,4,952.6717932,4,2608.948234,4,1048.51504,4,1309.255441,4,722.3131906,4,642.5681688,4,648.8908674,4,1937.80804,4,1933.344861,4,2472.350129,4,3127.978395,4,622.5981671,4,2385.374353,4,3583.248352,4,1509.34992,4,3408.260924,4,1128.948098,4,464.8350272,4,1874.445062,4,691.9972333,4,1495.368701,4,1856.170891,4,1793.857214,4,2250.332088,4,1759.443962,4,877.8058966,4,1993.748325,4,1087.378077,4,863.2263798,4,446.8142689,4,1559.23468,4,1417.96671,4,1010.144296,4,1094.30538,4,976.6526853,4,3234.529321,4,3487.923293,4,3212.809377,4,256.042977,4,1704.837558,4,2216.727924,4,2438.629545,4,1563.579553,4,2785.814977,4,1764.81602,4,1579.134613,4,2198.997761,4,1086.658448,4,2440.362291,4,2052.043243,4,2433.446479,5,1599.549607,5,2503.181892,5,3060.599521,5,1883.089574,5,2226.962986,5,1555.004039,5,2047.758001,5,1430.978551,5,2923.128982,5,2508.300586,5,2779.869755,5,2883.796542,5,1583.551453,5,2866.759385,5,2960.933326,5,2767.767948,5,2848.73498,5,2624.138395,5,3076.195632,5,2602.981446,5,1574.718295,5,1869.564581,5,2836.412684,5,2798.946598,5,1488.881519,5,1901.542404,5,3338.895525,5,2614.333963,5,3050.713579,5,1964.204789,5,2554.757469,5,2480.246756,5,1631.038787,5,2248.038086,5,2844.296786,5,2170.615169,5,2556.265226,5,2736.324072,5,2162.53836,5,1460.327949,5,2583.381911,5,2223.295881,5,3193.890382,5,1761.375544,5,2961.421086,5,2640.344778,5,2706.909849,5,1504.921962,5,2162.106791,5,2372.400579,5,3112.53368,5,3293.118292,5,2483.450542,5,2099.738349,5,2415.464647,5,2956.921866,5,2414.041039,5,2152.862223,5,2956.373495,5,2495.662344,5,3196.202044,5,1655.47441,5,2611.021309,5,3091.444799,5,2337.82038,5,2944.047695,5,1764.560698,5,1098.719672,5,1441.688851,5,2599.928893,5,1587.73217,5,1538.687292,5,2937.086323,5,3124.859293,5,2565.550195,5,3009.626053,5,2757.555408,5,1755.827845,5,930.9761531,5,1789.912071,5,3376.702688,5,1347.312202,5,1476.948013,5,2704.743333,5,2779.138815,5,3306.826451,5,2404.097179,5,1551.005918,5,2640.631904,5,2900.39469,2545.147899,442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
